"Year","Mon","Day","Pcp(mm)","Tmax(c)","Tmin(c)","WSpeed(m/s)","RHumidity(fr)","SRad(MJ/m2)","SShine(hr)","Cloud(1/10)","Tavg(c)"
"1954","03","27",0,13.2,8,"1.9",0.913,"-99.00","0",10,10.2
"1954","03","28",0,12,3.4,"4.4",0.607,"-99.00","10",6.7,7.4
"1954","03","29",0,11.3,0.3,"3",0.597,"-99.00","10.9",0,5.2
"1954","03","30",0,12.2,0.6,"2.9",0.617,"-99.00","7",3.3,6.5
"1954","03","31",0,16.3,0.8,"3.1",0.647,"-99.00","10.6",0.7,8.9
"1954","04","01",0,20.2,5.7,"3",0.46,"-99.00","10.7",5.7,12.2
"1954","04","02",0,19.5,5.5,"2.6",0.677,"-99.00","9.7",0.7,11.3
"1954","04","03",0,19.9,5.6,"1.8",0.697,"-99.00","8.1",6.7,11.6
"1954","04","04",0,22.3,7.4,"2.1",0.66,"-99.00","9.1",2.7,13.9
"1954","04","05",0,22.4,11.6,"2.2",0.487,"-99.00","6.7",6.7,15.4
"1954","04","06",0,21.6,7.6,"3",0.497,"-99.00","9.9",0,13.6
"1954","04","07",2.3,11.8,6.1,"2.3",0.843,"-99.00","2.2",4,8
"1954","04","08",0,15.7,5.4,"2.9",0.637,"-99.00","8.6",2.3,9.5
"1954","04","09",0,19,3.4,"1.9",0.573,"-99.00","10.6",0,10.5
"1954","04","10",0,20.2,4.8,"2.6",0.537,"-99.00","11",0,11.4
"1954","04","11",6.1,15.6,6.2,"4",0.677,"-99.00","0",10,10.6
"1954","04","12",12.1,13.6,7,"6.3",0.67,"-99.00","3.6",8.7,9.6
"1954","04","13",0,17.9,4.4,"2.7",0.597,"-99.00","10.7",2.7,10.1
"1954","04","14",0,20.2,6.2,"2.1",0.623,"-99.00","9.8",2,12.3
"1954","04","15",0,20.6,7.8,"2.1",0.61,"-99.00","8.5",6,13.8
"1954","04","16",0,26.8,10.3,"2.1",0.63,"-99.00","10.9",3.3,18.6
"1954","04","17",28,17.8,11.2,"2.6",0.837,"-99.00","0",10,14.1
"1954","04","18",0,15.4,6.7,"5",0.703,"-99.00","7.5",6,10.6
"1954","04","19",0,11.9,5.2,"6.5",0.57,"-99.00","7.8",5.3,7.9
"1954","04","20",0,13.3,3.2,"4.3",0.65,"-99.00","11.1",0.3,7.7
"1954","04","21",0,15.1,3,"3.3",0.7,"-99.00","9.9",2.3,8.9
"1954","04","22",0,17,4.2,"2.3",0.603,"-99.00","11.4",0,9.7
"1954","04","23",0,21.2,3.7,"2",0.557,"-99.00","11.2",0.7,12.4
"1954","04","24",0,19.4,9.2,"1.9",0.51,"-99.00","3.3",8,13.9
"1954","04","25",0,20.2,10.4,"2.8",0.483,"-99.00","10.6",5.3,14.6
"1954","04","26",0,17.8,9.1,"3.8",0.313,"-99.00","6",6.7,12.8
"1954","04","27",0,18.6,5,"2.6",0.43,"-99.00","10.7",0.7,11
"1954","04","28",0,18,6.8,"4.1",0.493,"-99.00","10.9",2.7,11.9
"1954","04","29",0,21.2,9.1,"2.2",0.58,"-99.00","7.3",9,14.7
"1954","04","30",10.9,18,10,"2.4",0.787,"-99.00","1",10,12.5
"1954","05","01",6.6,14.2,9.8,"2.2",0.913,"-99.00","0",10,12.1
"1954","05","02",0,14,8.8,"3.3",0.847,"-99.00","1.7",10,10.7
"1954","05","03",1.2,17.6,9.6,"2.5",0.857,"-99.00","4.3",8.7,11.3
"1954","05","04",0,19.4,8.4,"4.2",0.787,"-99.00","11.1",3.7,12.3
"1954","05","05",0,20.8,8.3,"2.1",0.6,"-99.00","2.8",7.3,14.2
"1954","05","06",0,25.3,10.3,"1.8",0.597,"-99.00","9.3",6.3,17.5
"1954","05","07",0,26.1,13.1,"2.4",0.617,"-99.00","11.2",2,18
"1954","05","08",1.1,27.9,13.7,"2",0.58,"-99.00","7.8",9.7,20.1
"1954","05","09",6.9,19.6,11.4,"4.6",0.703,"-99.00","6.6",5.3,15.2
"1954","05","10",0,20.1,9.6,"3.5",0.587,"-99.00","11.9",0,14.1
"1954","05","11",0,21.4,9.1,"3.2",0.587,"-99.00","11.4",0.7,15.1
"1954","05","12",0,25.5,10,"1.6",0.62,"-99.00","11.3",2.3,17.8
"1954","05","13",34.4,24,15.3,"2.5",0.897,"-99.00","0.7",10,17.2
"1954","05","14",3.5,19.9,12.2,"3.5",0.597,"-99.00","1.1",9.3,15.9
"1954","05","15",0,20.7,10.1,"2.5",0.517,"-99.00","9.1",6.3,15
"1954","05","16",0,22.4,10.8,"2.4",0.523,"-99.00","8.5",6,15.6
"1954","05","17",0,22.2,7.8,"2.3",0.55,"-99.00","11.2",0,14.4
"1954","05","18",0,23.2,10.5,"2.6",0.653,"-99.00","9.8",4.7,16.1
"1954","05","19",0,26.6,12.5,"1.7",0.737,"-99.00","6.8",8.3,19.1
"1954","05","20",0,28.6,15.1,"1.9",0.71,"-99.00","9.5",4,21.3
"1954","05","21",0,26.7,16.3,"3.3",0.49,"-99.00","4.2",8,20.5
"1954","05","22",0,25.6,14.8,"2.7",0.603,"-99.00","10.2",4,18.7
"1954","05","23",0,22.5,13.8,"1.8",0.837,"-99.00","2.5",10,17
"1954","05","24",0.9,22,14.8,"2.4",0.783,"-99.00","3.2",7.3,17.5
"1954","05","25",0,24.1,11.3,"2.8",0.617,"-99.00","12.2",2.7,16.6
"1954","05","26",0,26.4,9.8,"1.9",0.6,"-99.00","11.7",0,18.1
"1954","05","27",0,24.8,13.8,"2",0.593,"-99.00","3.2",7.3,18.8
"1954","05","28",0,25.4,13.1,"3",0.63,"-99.00","9.8",4,17.9
"1954","05","29",0,25.8,14.1,"2.9",0.777,"-99.00","5.7",9.3,18.5
"1954","05","30",6.9,26.8,13.9,"2.7",0.783,"-99.00","7",6,18.7
"1954","05","31",0,25,11.9,"1.8",0.677,"-99.00","11.3",3.3,18.2
"1954","06","01",10.7,19.5,13.1,"2.3",0.733,"-99.00","0",10,16.2
"1954","06","02",12.9,17.3,12.6,"3",0.867,"-99.00","0",8.3,14.6
"1954","06","03",0,20.4,13.4,"4",0.87,"-99.00","5.4",9,16.2
"1954","06","04",0,24.7,14.7,"1.8",0.773,"-99.00","7.6",6.7,18.8
"1954","06","05",24.3,22.4,13.9,"3.5",0.883,"-99.00","0",10,17.7
"1954","06","06",43.7,20.5,13.8,"5.8",0.907,"-99.00","0",10,16.3
"1954","06","07",0,24.3,13,"2.1",0.69,"-99.00","10.2",4.3,18.8
"1954","06","08",0.6,21,15.4,"3.2",0.76,"-99.00","0.7",9.3,18
"1954","06","09",0,22.4,14.2,"4.7",0.633,"-99.00","6",9.7,17.8
"1954","06","10",2.8,20,14.2,"2.4",0.77,"-99.00","0.5",8.7,16.8
"1954","06","11",0,19,14.4,"3.4",0.923,"-99.00","0.7",8.7,15.9
"1954","06","12",0,26.7,15.1,"1.9",0.803,"-99.00","7.2",7.3,19.4
"1954","06","13",0,25.3,16,"1.1",0.697,"-99.00","3.6",10,20.6
"1954","06","14",27.1,26.5,15.8,"2",0.81,"-99.00","7.6",5.3,20.2
"1954","06","15",0,26.6,15.6,"2.8",0.85,"-99.00","8",3.7,19.2
"1954","06","16",0,27.6,15,"1.6",0.78,"-99.00","9.3",2,21.4
"1954","06","17",0,29.9,17.2,"1.7",0.687,"-99.00","9",0.7,23.3
"1954","06","18",0,28.4,19.5,"1.6",0.673,"-99.00","7.4",10,23.6
"1954","06","19",48.8,26.6,17.9,"2.3",0.763,"-99.00","2",7.3,21.3
"1954","06","20",0.3,26.7,16.6,"2.1",0.837,"-99.00","8.6",1,20.1
"1954","06","21",0,27.2,16.1,"1.9",0.76,"-99.00","8.4",2.3,21.4
"1954","06","22",0,29.2,18.3,"3.7",0.687,"-99.00","9.1",5,22.8
"1954","06","23",0,29.7,17.5,"3.4",0.593,"-99.00","11.1",0.3,23.1
"1954","06","24",0,28.3,16.9,"2.5",0.66,"-99.00","10.5",8.3,22.1
"1954","06","25",0,27.6,18.8,"2",0.65,"-99.00","4.4",4.7,22.3
"1954","06","26",0.4,23.6,17.6,"3.7",0.593,"-99.00","0.6",8.7,20.1
"1954","06","27",0,30.4,16,"2.4",0.45,"-99.00","11.1",7,22.7
"1954","06","28",1.8,23.2,18.2,"3.5",0.63,"-99.00","1.9",10,20
"1954","06","29",53.6,20.1,15.5,"4.6",0.957,"-99.00","0",10,18.2
"1954","06","30",2.9,23.8,15.1,"3.5",0.88,"-99.00","2.7",9.3,19.1
"1954","07","01",1.3,25.4,17.8,"2",0.823,"-99.00","3.5",10,21.4
"1954","07","02",4.2,23,19,"2.6",0.93,"-99.00","0",10,20.3
"1954","07","03",0,28.7,18.8,"1.3",0.843,"-99.00","10.2",9.3,23.2
"1954","07","04",26.1,25.8,18.4,"3.7",0.84,"-99.00","0",10,22.2
"1954","07","05",16.2,21,18.1,"4",0.98,"-99.00","0",10,19.7
"1954","07","06",0,25.9,18.6,"3.1",0.777,"-99.00","2.2",9.3,21.8
"1954","07","07",36.6,20.7,16.7,"4.9",0.867,"-99.00","0",10,18.2
"1954","07","08",9.5,20.8,16.9,"5.4",0.943,"-99.00","0",10,17.9
"1954","07","09",3.4,25.1,17.1,"3.2",0.897,"-99.00","0",9.3,19.9
"1954","07","10",24.3,29.1,18.6,"1.9",0.853,"-99.00","4.4",9.3,21.6
"1954","07","11",0,26.5,16,"4.9",0.65,"-99.00","11.8",2.3,20.7
"1954","07","12",0,26.9,13.8,"3.5",0.607,"-99.00","12.2",0,19.8
"1954","07","13",0,27.6,13.6,"2.1",0.647,"-99.00","12",0,20.6
"1954","07","14",0,30.3,17.2,"1.8",0.74,"-99.00","11.9",0,22.6
"1954","07","15",0,28.1,19.5,"1.8",0.773,"-99.00","9.1",9,23.4
"1954","07","16",33.1,31.9,20.6,"1.4",0.8,"-99.00","9.2",7.3,24.7
"1954","07","17",20,22.8,19.2,"5",0.943,"-99.00","0",10,21.1
"1954","07","18",3.4,24.2,19.5,"2.8",0.94,"-99.00","0",8.7,21.1
"1954","07","19",5.5,24.5,19.3,"2.6",0.923,"-99.00","0.7",9.3,21
"1954","07","20",4.9,31.4,19.3,"1.6",0.817,"-99.00","9.8",5,25.1
"1954","07","21",63.8,24.2,22,"3.7",0.953,"-99.00","0",10,23.2
"1954","07","22",14.2,23.6,21.8,"2.8",0.993,"-99.00","0",10,22.6
"1954","07","23",44.7,23.9,22,"3.3",0.983,"-99.00","0",10,22.6
"1954","07","24",75.8,26.9,22,"2.5",0.927,"-99.00","0",10,23.7
"1954","07","25",20.7,27.5,20.7,"1.8",0.953,"-99.00","0.5",9.7,23.1
"1954","07","26",1.4,27.1,21,"3",0.933,"-99.00","6.6",8.3,23.4
"1954","07","27",0,29.5,20.9,"1.6",0.863,"-99.00","10.4",9,24.4
"1954","07","28",126,28.3,20.8,"2.6",0.933,"-99.00","3.9",9.7,23
"1954","07","29",1.7,27.5,19.9,"2.4",0.863,"-99.00","3.6",8.7,23
"1954","07","30",0.7,27.4,19.1,"4.1",0.77,"-99.00","5.5",10,22.3
"1954","07","31",0,27.5,18.6,"3.7",0.73,"-99.00","5.7",6.7,22.5
"1954","08","01",0,26.8,16.9,"3",0.75,"-99.00","7.7",6.7,21.9
"1954","08","02",8.7,21.2,18,"3.2",0.973,"-99.00","0",10,19.6
"1954","08","03",27.8,25.2,20,"1.9",0.99,"-99.00","0",10,22.6
"1954","08","04",4.8,28.1,22.8,"2.4",0.953,"-99.00","3.3",7,24.7
"1954","08","05",0,32.5,22,"1.3",0.837,"-99.00","9.6",6,26.3
"1954","08","06",0,31.7,23,"1.5",0.82,"-99.00","11.4",2.7,26.6
"1954","08","07",0,32.8,23.8,"1.8",0.757,"-99.00","9.5",3.3,27.2
"1954","08","08",0,31,21.4,"1.8",0.793,"-99.00","10.4",3.7,25.3
"1954","08","09",0,32.2,23.5,"1.2",0.79,"-99.00","6.8",5.3,26.7
"1954","08","10",0,34.3,23.1,"2",0.783,"-99.00","10",3.7,28
"1954","08","11",14.9,29,24.3,"3",0.887,"-99.00","1.4",10,26.3
"1954","08","12",0,32,24.6,"2.3",0.85,"-99.00","9.9",7,27.2
"1954","08","13",0,33,25,"2.1",0.797,"-99.00","7.1",8,28.1
"1954","08","14",3.6,32.9,24.2,"2.7",0.777,"-99.00","7.3",8.7,27.5
"1954","08","15",27.5,31.4,24.4,"1.2",0.903,"-99.00","3.2",6,27.2
"1954","08","16",0,33.6,24.6,"1.6",0.8,"-99.00","10.9",8.7,28.2
"1954","08","17",0,33.8,24.1,"2.5",0.687,"-99.00","7.5",5.3,28.4
"1954","08","18",0,31.8,23,"4.1",0.643,"-99.00","11.8",5.3,26.7
"1954","08","19",0,30.7,21.3,"3.2",0.647,"-99.00","8.8",7.3,25.6
"1954","08","20",0,27.3,21.7,"4.3",0.82,"-99.00","0.7",8.7,24.3
"1954","08","21",53.6,30.1,23.4,"1.9",0.913,"-99.00","0",10,24.9
"1954","08","22",12.9,32.4,24.2,"2",0.863,"-99.00","4.7",9.3,27.1
"1954","08","23",9.7,29.7,24.5,"2.1",0.973,"-99.00","1.8",8,25.1
"1954","08","24",0,33.2,23.7,"0.9",0.82,"-99.00","10.1",5.3,27.7
"1954","08","25",1,31.1,24.6,"2.8",0.823,"-99.00","4.2",7,26.7
"1954","08","26",32.7,29.1,24.2,"4.7",0.867,"-99.00","1.6",10,26.4
"1954","08","27",11.5,26,22.6,"4.9",0.943,"-99.00","0.3",9.7,24.4
"1954","08","28",0,29.4,21.8,"1.3",0.867,"-99.00","4.9",6,24.5
"1954","08","29",0.2,27.9,20.6,"1.9",0.813,"-99.00","2.8",9,23
"1954","08","30",0.1,28.8,20.6,"1.6",0.843,"-99.00","3.3",5.7,23.6
"1954","08","31",0,29.7,20.6,"1.3",0.8,"-99.00","7.4",4,24.3
"1954","09","01",1.1,27.9,20.6,"1.5",0.797,"-99.00","2.6",10,23.1
"1954","09","02",0,28.4,18.4,"2",0.78,"-99.00","7.8",6.7,23.2
"1954","09","03",0,29.3,20,"2.2",0.72,"-99.00","7.2",6.3,23.6
"1954","09","04",0,30,19.2,"2.4",0.703,"-99.00","8.5",5.3,24.1
"1954","09","05",4.6,24,19.1,"2.9",0.883,"-99.00","0.5",10,20.9
"1954","09","06",1.6,26,19.6,"1.4",0.953,"-99.00","0",10,23.1
"1954","09","07",0.5,29.1,21.4,"1.7",0.91,"-99.00","5.1",9.3,23.9
"1954","09","08",0,27,18.8,"2.1",0.823,"-99.00","9.4",4.7,22.3
"1954","09","09",0,25.9,16.9,"1.2",0.813,"-99.00","3.4",6.3,20.6
"1954","09","10",0,29.2,16.4,"1.5",0.82,"-99.00","8.5",5.7,22.5
"1954","09","11",0,28.1,18.8,"1.3",0.837,"-99.00","7.5",8.3,22.5
"1954","09","12",0,28.1,21.1,"4.4",0.757,"-99.00","0.4",9.3,24.1
"1954","09","13",21,22.4,17.5,"5.8",0.893,"-99.00","0",10,19.3
"1954","09","14",13,20.3,16.3,"4.7",0.953,"-99.00","0",10,18.7
"1954","09","15",9.6,20.5,15.4,"6.3",0.787,"-99.00","2",7,17.4
"1954","09","16",0,27.7,16.7,"1.9",0.777,"-99.00","8.9",3.7,21.4
"1954","09","17",0,26.4,14.2,"2.4",0.743,"-99.00","7.4",4.7,20.2
"1954","09","18",0,26.4,11.5,"1.5",0.757,"-99.00","10.4",0.7,18.2
"1954","09","19",0,26.6,14.2,"2",0.783,"-99.00","7.8",8.7,20.2
"1954","09","20",0,24.3,17.9,"1.4",0.877,"-99.00","1.1",8.3,20.2
"1954","09","21",0,25.3,16.8,"1.5",0.803,"-99.00","2.4",10,20.6
"1954","09","22",0,27.3,17,"1.7",0.807,"-99.00","7.5",6,21
"1954","09","23",0.8,24.9,17.2,"2.1",0.85,"-99.00","1.6",9.7,20.1
"1954","09","24",0,22.8,16,"1.4",0.677,"-99.00","7.1",9.7,18.9
"1954","09","25",1,17.5,14.1,"2.3",0.703,"-99.00","0",10,16.3
"1954","09","26",0,21,12.7,"2.9",0.657,"-99.00","9.5",5,16
"1954","09","27",0,20.7,10.2,"1.1",0.653,"-99.00","7.2",6.3,14.7
"1954","09","28",0,23.1,11.1,"0.9",0.67,"-99.00","8.5",3.3,15.9
"1954","09","29",0,23.6,10.4,"1.6",0.69,"-99.00","6.5",6.3,17.2
"1954","09","30",0,24,14.4,"1.6",0.74,"-99.00","5",4.7,18.2
"1954","10","01",0,25,13.6,"1.4",0.773,"-99.00","5.3",8,19
"1954","10","02",8.4,20.5,15.3,"3.3",0.79,"-99.00","0",10,17.4
"1954","10","03",9,16.5,8.1,"3.7",0.733,"-99.00","6.6",5,13.4
"1954","10","04",0,19.5,4.4,"1.4",0.737,"-99.00","10.5",0.3,11.3
"1954","10","05",4.4,17,10.1,"1.8",0.837,"-99.00","0",10,14.3
"1954","10","06",9.5,15.2,12.4,"3",0.887,"-99.00","0",10,14.1
"1954","10","07",4.6,19.8,10.9,"1.2",0.743,"-99.00","0",10,14.7
"1954","10","08",0.9,17.7,9.3,"2",0.733,"-99.00","3.1",6,12.8
"1954","10","09",0,16,6,"1.6",0.713,"-99.00","7.7",5,10.5
"1954","10","10",0,16.3,4.1,"1.7",0.683,"-99.00","9.7",0.7,10
"1954","10","11",0,13.4,4.9,"2.5",0.623,"-99.00","8.3",0.7,8.4
"1954","10","12",0,13.7,1,"2.1",0.59,"-99.00","9.8",0,7
"1954","10","13",0,16.7,1.2,"1.4",0.747,"-99.00","7.8",1,8.9
"1954","10","14",0,19.4,4.3,"1.3",0.737,"-99.00","9.6",2.7,11.3
"1954","10","15",0,19.7,5.3,"1.8",0.773,"-99.00","8.4",2.3,12
"1954","10","16",0,20.3,8.4,"1.3",0.757,"-99.00","5.6",5,13.6
"1954","10","17",0,17.8,8.9,"2.5",0.693,"-99.00","2.6",7,13.1
"1954","10","18",0,20.6,8.1,"2.1",0.66,"-99.00","9.3",0,13.6
"1954","10","19",0,22,8.5,"1.7",0.677,"-99.00","9.7",2.7,14.7
"1954","10","20",0,20.6,10.9,"1.3",0.687,"-99.00","6.9",5.7,14.4
"1954","10","21",3.7,19.6,7.3,"2.2",0.793,"-99.00","7.6",1.3,13.1
"1954","10","22",0,15.4,6.9,"1.9",0.57,"-99.00","7.1",5,11.3
"1954","10","23",0,17.6,5.9,"1.4",0.637,"-99.00","8.5",0.7,11.6
"1954","10","24",0,22.5,7.4,"1.2",0.707,"-99.00","8.7",2,14.2
"1954","10","25",0,23.7,8.6,"1.3",0.63,"-99.00","9.1",0,15.4
"1954","10","26",0,22.4,8.9,"1.6",0.623,"-99.00","8.2",0,14.8
"1954","10","27",0,22,9.7,"2.2",0.667,"-99.00","8",2.7,14.9
"1954","10","28",0.5,14.5,6,"3.3",0.46,"-99.00","9.3",2,10.9
"1954","10","29",4.1,17.2,2.5,"2.6",0.673,"-99.00","7.2",7,10.1
"1954","10","30",0,11.2,3.4,"4.1",0.57,"-99.00","9.4",1.7,7.2
"1954","10","31",0,16.4,0.8,"1.5",0.707,"-99.00","8.3",0.7,8.7
"1954","11","01",1.8,14.1,4.2,"3.7",0.637,"-99.00","6.8",2,8.4
"1954","11","02",0,12.2,0.5,"2.2",0.627,"-99.00","8.8",0,6
"1954","11","03",0,17.2,2.5,"1.5",0.72,"-99.00","9",2,10
"1954","11","04",0,17.9,5.1,"1.4",0.773,"-99.00","6.7",5,11.6
"1954","11","05",0,16.8,3.4,"1.4",0.8,"-99.00","6.3",2.3,10
"1954","11","06",0,17.8,3.3,"1.3",0.773,"-99.00","9.1",2.3,10.3
"1954","11","07",0,13.8,5.8,"0.9",0.883,"-99.00","0.4",9.7,10.3
"1954","11","08",0,17.8,9.1,"1.6",0.857,"-99.00","1.8",8.3,13.5
"1954","11","09",0,18.9,10.4,"2",0.837,"-99.00","6.9",4.3,13.9
"1954","11","10",0,18.6,9,"2.5",0.76,"-99.00","4.3",4.3,13.5
"1954","11","11",0,12.4,3.7,"2.4",0.477,"-99.00","9.2",0,8.3
"1954","11","12",0,14.9,-0.2,"1.6",0.747,"-99.00","8.9",3.3,8.3
