"Year","Mon","Day","Pcp(mm)","Tmax(c)","Tmin(c)","WSpeed(m/s)","RHumidity(fr)","SRad(MJ/m2)","SShine(hr)","Cloud(1/10)","Tavg(c)"
"1987","07","27",294.6,26.8,21.8,"1.9",0.948,"5.8","0",10,23.5
"1987","07","28",0.8,30,23.1,"3.7",0.818,"19.57","3.5",7.8,26.3
"1987","07","29",13.5,25.6,22.3,"2.1",0.895,"2.36","0",9.3,23.8
"1987","07","30",13.5,25.6,21.3,"4.6",0.953,"2.17","0",10,23
"1987","07","31",0.2,26.1,21.6,"2",0.89,"6.37","0.4",9.5,23.8
"1987","08","01",0,31.5,21.8,"1.6",0.805,"23.77","9.3",4.5,26.4
"1987","08","02",2.7,27.8,24,"2.2",0.888,"6.5","0.3",10,25.5
"1987","08","03",34.8,29.2,23.6,"1.5",0.94,"6.32","0.7",10,25.3
"1987","08","04",29.3,24.7,23.1,"1.5",0.955,"2.97","0",10,23.8
"1987","08","05",0,30.2,21.8,"2.4",0.775,"26.3","11.3",4.5,25.9
"1987","08","06",0,27.8,21.8,"1.7",0.81,"11.82","2.8",7.5,24.4
"1987","08","07",77.7,23.6,18.4,"2.5",0.893,"1.7","0",10,20.4
"1987","08","08",1.1,25.6,19.2,"3.4",0.838,"14.16","5",8.3,22.1
"1987","08","09",3.8,28,21.6,"2.3",0.813,"16.16","4.9",8,24.8
"1987","08","10",58,27.7,19.8,"1.4",0.875,"12.38","6.4",6.8,22.1
"1987","08","11",0,28.5,19.8,"1.4",0.825,"12.79","5",6.3,23.6
"1987","08","12",0,29,21.7,"2.1",0.833,"19.04","7.3",6.8,24.7
"1987","08","13",0,29.8,21.5,"1.6",0.808,"13.41","6.1",8.8,24.7
"1987","08","14",0,31.6,21.6,"1.2",0.75,"16.57","6.3",4,26.1
"1987","08","15",49.5,28.4,24.1,"3.2",0.863,"10.36","0.7",9,25.7
"1987","08","16",63.5,25.9,22.5,"3.6",0.91,"7.86","0",8.3,24.4
"1987","08","17",0,29.3,21.3,"1.9",0.828,"19.16","7.6",5.5,24.3
"1987","08","18",0,30.3,20.4,"1.6",0.778,"23.43","8.5",4.8,25.2
"1987","08","19",0,29.6,22.6,"1.4",0.795,"11.93","2",8,25.7
"1987","08","20",15,25.2,22.9,"2.7",0.893,"1.9","0",9.5,24.1
"1987","08","21",0,27.8,23,"2.8",0.863,"12.22","6.3",7.3,24.7
"1987","08","22",0,30.3,21.9,"1.8",0.823,"19.76","7.9",3.8,25.4
"1987","08","23",0,29.9,21.7,"1.4",0.805,"13.61","6.2",4.8,24.9
"1987","08","24",22.4,31.1,21.3,"1.5",0.84,"15.72","6.1",6.3,24.9
"1987","08","25",1.3,28.6,21.6,"2.3",0.833,"13.27","4.3",7.3,24.5
"1987","08","26",0,30.4,22,"1.3",0.8,"15.81","7",5.8,25.6
"1987","08","27",11,27.5,23.3,"3.6",0.868,"3.06","0",8.3,25.3
"1987","08","28",1.1,30.5,22,"2.5",0.818,"14.56","4.8",7.8,26
"1987","08","29",51.9,25,21.1,"1.9",0.92,"2.89","0",9.5,22.8
"1987","08","30",87.7,22.4,19.1,"1.9",0.968,"2.35","0",10,20.8
"1987","08","31",11,24.6,18.6,"3.3",0.873,"8.4","1.9",9.8,20.9
"1987","09","01",0,27.4,20.6,"2.9",0.785,"19.21","8.5",5,23.4
"1987","09","02",0,28.6,18.7,"1.5",0.75,"20.31","8.3",3.8,22.9
"1987","09","03",0,28.6,19.7,"1.4",0.753,"17.8","9.4",6.8,23.8
"1987","09","04",0,26.7,19.7,"1.8",0.663,"13.88","5.1",8.5,22.8
"1987","09","05",45.6,21.1,16.8,"3.6",0.848,"1.95","0",10,18.2
"1987","09","06",1.6,23.6,18.7,"2.2",0.915,"4.47","0",10,20.5
"1987","09","07",0,24.8,18.4,"3",0.785,"17.81","9.2",6,21.2
"1987","09","08",0,25.6,17,"1.8",0.778,"14.38","5.5",3.8,20.4
"1987","09","09",0,27,16.6,"1.2",0.753,"18.13","7.7",5,21.6
"1987","09","10",0,27.4,18.2,"1.3",0.708,"17.5","9.2",7.5,22.8
"1987","09","11",0,27.2,18.6,"2.1",0.658,"16.28","5.3",9,22.2
"1987","09","12",0,28.3,17.2,"1.8",0.61,"22.95","10.5",1.3,22.4
"1987","09","13",0,27.3,16.6,"1.8",0.673,"20.52","9.8",1.8,21.7
"1987","09","14",0,27.2,16.6,"1.8",0.733,"18.66","9.8",1.5,21.7
"1987","09","15",0,27.8,18.6,"1.9",0.723,"12.36","3",7.5,22
"1987","09","16",0,23.7,15.6,"3.8",0.518,"19.54","8.7",5.3,19.3
"1987","09","17",0,23.8,12.6,"1.7",0.555,"21.14","10.7",0,18.2
"1987","09","18",0,24.3,12.3,"1.9",0.61,"20.13","10.3",0,18
"1987","09","19",0,25.4,13.9,"2.1",0.638,"19.24","10",1,19.4
"1987","09","20",0,27.9,15.9,"3.2",0.595,"21.25","9.8",1,21.4
"1987","09","21",12.4,23,18.3,"2.3",0.835,"0.41","2.1",8.5,20.7
"1987","09","22",0,26.7,15,"1.4",0.668,"22.63","10.5",0,19.9
"1987","09","23",0,25.6,13.8,"1.3",0.66,"-99.00","8.7",5,19.8
"1987","09","24",0,26.8,14.6,"1.7",0.708,"-99.00","9.5",2,20.2
"1987","09","25",1.5,19.6,11.1,"4.2",0.75,"7.71","2.3",7.8,16.8
"1987","09","26",0,15.9,9,"5.4",0.453,"18.95","8.1",5,12.7
"1987","09","27",0,19.9,6.3,"2.5",0.603,"17.82","7.6",2.5,13.6
"1987","09","28",0,23.7,12,"1.8",0.725,"17.18","9.3",3.5,17.6
"1987","09","29",0,23.6,13.3,"1.3",0.668,"15.07","6.8",5.5,17.9
"1987","09","30",0,26,11.9,"1.4",0.67,"21.32","9.9",0,18.6
"1987","10","01",0,26.3,13.9,"1.6",0.63,"19.35","9.6",0.3,19.2
"1987","10","02",0,21.9,13.8,"1.9",0.828,"11.74","2.1",4,17.6
"1987","10","03",0,24.7,15,"2.2",0.723,"16.25","8.3",2.3,19.2
"1987","10","04",0,26.5,11.4,"1.7",0.55,"16.18","10.3",0,18.6
"1987","10","05",0,27.2,12.2,"1.7",0.533,"18.16","9.5",3.5,19.5
"1987","10","06",0,24,14.4,"1.8",0.743,"7.99","1",3.5,19.1
"1987","10","07",0.1,24.1,14,"3.4",0.688,"10.45","6.4",5,20
"1987","10","08",0,23.6,10,"1.5",0.608,"17.98","9.4",0,16.8
"1987","10","09",0,25.8,12.8,"1",0.618,"14.18","8.5",0,18.8
"1987","10","10",0,27.3,15.2,"1.7",0.683,"16.49","8.7",2.8,20.3
"1987","10","11",0,25.8,14.7,"2.4",0.745,"14.43","9.2",0.3,19.7
"1987","10","12",0,23.6,13.6,"2.7",0.595,"18.73","9.9",0,18.7
"1987","10","13",0,19.6,11.6,"2",0.595,"13.59","2.8",6.8,15.5
"1987","10","14",0,21.5,14.4,"1.5",0.62,"8.26","0.2",10,17.7
"1987","10","15",0.6,19.4,16.5,"3.1",0.678,"9.17","0",9.5,17.8
"1987","10","16",1.7,24.1,14.5,"2.6",0.713,"11.57","8",6,18
"1987","10","17",0,21.6,12.9,"2.5",0.72,"13.23","8.9",4.3,17.3
"1987","10","18",16.4,17.5,9.7,"3.5",0.815,"4.51","0",7.5,14.1
"1987","10","19",0,13.6,8.5,"3.9",0.535,"14.95","6.2",4.8,10.7
"1987","10","20",0,10.9,4.6,"3.3",0.53,"12.15","6.1",5,8
"1987","10","21",0,11.2,4.6,"1.9",0.46,"13.88","4",5.8,7.3
"1987","10","22",0,14.2,2.6,"1.9",0.508,"15.28","9.4",0,8.5
"1987","10","23",0,15.6,5.3,"1.3",0.61,"9.73","3.5",5,10.1
"1987","10","24",0,19.3,9.2,"1.9",0.613,"13.15","7.3",3.8,13.4
"1987","10","25",0,15.5,6.2,"1.5",0.575,"9.92","7.1",5,10.9
"1987","10","26",0,19.3,5.2,"1.4",0.548,"8.45","9.4",2,11.9
"1987","10","27",0,17.6,5,"1.9",0.693,"11.92","7.7",2,11.7
"1987","10","28",0,20.9,11.2,"1.6",0.753,"13.58","7.7",2.3,15
"1987","10","29",2.3,17.2,10.7,"1.1",0.833,"4.1","0",9.8,14.5
"1987","10","30",0.8,19.9,13.6,"1.5",0.833,"7.21","0.8",10,16.2
"1987","10","31",0,17.7,11.8,"3.6",0.633,"11.15","2.3",8.5,13.5
"1987","11","01",5.7,15.3,10.5,"3.2",0.665,"5.01","0",9.8,12.8
"1987","11","02",20.7,12,10.1,"2.4",0.935,"2.17","0",10,11.3
"1987","11","03",2.1,13.4,6.8,"3",0.615,"12.6","8.2",4.8,10.1
"1987","11","04",1.3,13.4,2.9,"2.5",0.615,"8.48","4.1",4.8,7.6
"1987","11","05",0,8.5,1.3,"3.4",0.475,"11.93","8.7",0,4.5
"1987","11","06",0,11.7,-1,"1.3",0.535,"9.91","8.5",2,5.5
"1987","11","07",5.5,10.6,3.8,"2.7",0.673,"8.66","5",4.8,6.9
"1987","11","08",0,10.4,0.4,"1.6",0.708,"9.29","6.1",4.5,5.5
"1987","11","09",10.9,15,6.2,"2",0.8,"8.63","5.8",4.8,9.7
"1987","11","10",0,15.9,7.2,"1.3",0.79,"5.49","0.5",4.8,11.5
"1987","11","11",0,19,10.6,"1.5",0.765,"8.44","5.2",8,14.6
"1987","11","12",1.1,17.2,12.1,"1.6",0.85,"5.24","0",9.3,14.8
"1987","11","13",0,15.7,8.9,"3.9",0.6,"8.87","3.2",7,11.9
"1987","11","14",0,15.3,7.7,"1.9",0.6,"4.94","2.7",5,10.4
"1987","11","15",0,14.4,5.4,"1.6",0.668,"7.4","5.6",4.3,9.6
"1987","11","16",0.5,13.9,4,"3",0.605,"6.58","3.8",4.5,9.2
"1987","11","17",0,12.2,1.4,"1.5",0.578,"6.74","7.5",5,6
"1987","11","18",4.6,11.6,2.4,"2.6",0.74,"3.51","0",5.3,6.3
"1987","11","19",0,7.7,-0.9,"2.1",0.468,"8.65","9.3",0,2.8
"1987","11","20",0,11.7,-0.4,"1.7",0.515,"7.48","5.8",4.3,6.2
"1987","11","21",0,15,6.8,"2.6",0.535,"9.08","5.5",3.5,10.8
"1987","11","22",0,15.7,2.8,"1.3",0.465,"9.23","8.3",2.3,9
"1987","11","23",0,15.1,2.3,"3.4",0.593,"6.09","3.9",5.8,9.9
"1987","11","24",0,9.4,-1,"1.7",0.46,"6.68","7.7",0,3.6
"1987","11","25",0,15.1,1.2,"1.6",0.46,"8.82","7.4",0,8
"1987","11","26",0,14.4,8.9,"2.6",0.545,"3.31","0.8",9.8,11.6
"1987","11","27",11.4,10.9,4.2,"2.8",0.81,"1.94","0",10,6.9
"1987","11","28",3,4.2,-6.9,"4.3",0.648,"9.26","7.5",4,-0.8
"1987","11","29",0,-2.4,-9.2,"3.3",0.43,"9.49","8.4",0,-5.9
"1987","11","30",0,-0.9,-8.5,"2.5",0.415,"11.44","7.7",0,-5
"1987","12","01",0,-5,-8.9,"3.8",0.478,"8.62","7.6",0.8,-6.9
"1987","12","02",0,-1.5,-10.1,"2",0.508,"7.51","6.3",3.5,-5.8
"1987","12","03",0.4,-0.3,-5.3,"3.4",0.558,"9.38","8.3",2.8,-2.8
"1987","12","04",0,1,-7,"1.8",0.5,"9.29","7.9",4.8,-2.8
"1987","12","05",0,4.2,-2.4,"2",0.403,"9.13","8.3",4.3,-0.2
"1987","12","06",0,5.1,-4.6,"1.7",0.535,"8.79","6.6",1.5,-0.4
"1987","12","07",0,4.2,-3.4,"1.9",0.67,"7.9","6.2",2.3,0.1
"1987","12","08",0,7.8,0.7,"1.7",0.688,"5.83","2.6",7,3.2
"1987","12","09",0,9,0.5,"1.5",0.713,"6.37","4.2",3.8,4.4
"1987","12","10",0.3,9.3,-0.9,"3.4",0.675,"2.16","0",6.3,4.5
"1987","12","11",0,-0.9,-6.4,"3.3",0.393,"9.8","8.5",0.5,-4
"1987","12","12",0,1.8,-7.5,"2.2",0.495,"7.75","6.6",1.3,-3.2
"1987","12","13",0,1.7,-5.4,"1.7",0.568,"10.12","7",0,-2.3
"1987","12","14",0,4.9,-5.7,"1.6",0.625,"6.4","3.7",6,-0.2
"1987","12","15",0.7,5.2,-0.2,"2.3",0.775,"4.07","0",8.5,2.5
"1987","12","16",0,4.4,-4.5,"4.1",0.58,"9.19","6.4",3.3,0.2
"1987","12","17",0,5.2,-0.3,"2.1",0.473,"8.89","8.4",0,2.2
"1987","12","18",0,7,-3.2,"1.5",0.503,"6.34","8",0.5,1.2
"1987","12","19",0,7.8,0.4,"1.8",0.648,"6.35","2.6",4.3,3.4
"1987","12","20",0,4,-1.2,"2.4",0.483,"6.99","7.8",1.8,1
"1987","12","21",0,6,-0.4,"2.3",0.46,"9.39","7.9",0,2
"1987","12","22",1.2,6.3,0.2,"3",0.615,"9.46","6.5",5,2.8
"1987","12","23",0,6.7,-3.1,"1.4",0.603,"6.88","6",0,1.4
"1987","12","24",0,8.8,0.3,"1.9",0.64,"5.02","3.7",8,4.7
"1987","12","25",0,10.2,4.9,"2.9",0.803,"1.79","0",9,8.2
"1987","12","26",0,7.9,3,"1.9",0.785,"8.64","5.2",4.8,5.2
"1987","12","27",0,10.3,4.3,"1.7",0.763,"4.9","0",6,6.6
"1987","12","28",0,11.8,5.9,"1.9",0.883,"3.89","0",7,8.3
"1987","12","29",0,10,0,"2.8",0.765,"7.06","3.5",8,6.2
"1987","12","30",0,0,-8.6,"5.2",0.37,"9.78","8",0,-5.6
"1987","12","31",0,0,-10.6,"1",0.42,"7.14","8.1",0,-5.8
"1988","01","01",0.5,-0.8,-4.4,"1.6",0.638,"1.15","0",9.8,-2.4
"1988","01","02",0,1.6,-4.3,"2.2",0.753,"6.25","3.1",4,-1.6
"1988","01","03",0,1.3,-6.2,"1.4",0.638,"7.07","3.4",4.5,-2.7
"1988","01","04",0,3.2,-3.2,"3.2",0.473,"10.44","6.6",4,-0.4
"1988","01","05",0,1.9,-6.7,"2",0.555,"8.34","7.3",0,-2.9
"1988","01","06",0,2.6,-6.9,"1.4",0.623,"9.29","7.5",0.5,-2.7
"1988","01","07",0.3,1,-2.4,"1.7",0.788,"3.54","0",10,-0.5
"1988","01","08",0.1,4.8,-2.9,"4",0.76,"3.67","3",7.3,1.6
"1988","01","09",0,-2.9,-9.8,"5.1",0.465,"11.31","8.1",0.3,-7.3
"1988","01","10",0,-3.2,-11.4,"2.7",0.438,"9.04","8.6",0,-7.9
"1988","01","11",0,0.6,-9.4,"1.9",0.48,"10.91","8.1",1,-4.8
"1988","01","12",0,4.1,-5.3,"1.7",0.615,"7.41","4.9",6,-0.9
"1988","01","13",0,6.3,0.8,"1.5",0.753,"1.79","0",10,3.4
"1988","01","14",0,10.1,4.2,"2.6",0.678,"6.19","1.6",9,6.4
"1988","01","15",0,5.7,-0.3,"3.5",0.718,"8.08","3.7",6.5,2.8
"1988","01","16",0,0,-6,"4.1",0.438,"11.23","8.6",0,-2.6
"1988","01","17",0,1.7,-7.8,"2.2",0.67,"9.04","7.5",3.3,-3.2
"1988","01","18",0,1.7,-5.2,"2.6",0.52,"12.55","8.4",0.5,-2.2
"1988","01","19",0,2.8,-5,"1.8",0.615,"8.15","7.1",4.8,-1.3
"1988","01","20",0,5.1,-3.7,"2",0.67,"4.81","0",8.8,0.7
"1988","01","21",1.1,4.5,1.6,"1.8",0.818,"3.08","0",9.5,2.8
"1988","01","22",0.7,5.1,-4.6,"5",0.75,"5.87","3.9",9,2.1
"1988","01","23",0,-4.6,-10.5,"6",0.533,"15.05","7.7",1.5,-8.9
"1988","01","24",0,-4.2,-12.1,"3.6",0.525,"12.5","8.1",0.5,-8.7
"1988","01","25",0.1,-1.8,-10.2,"2.5",0.65,"11.41","5.4",3.8,-5.6
"1988","01","26",0,-0.5,-7.7,"2.9",0.435,"20.48","8.8",0.8,-4.3
"1988","01","27",0,5.1,-7.8,"3.4",0.478,"9.27","5.7",2,-2.7
"1988","01","28",0.1,3.8,-7.6,"2.1",0.53,"8.51","5.9",4.8,-1.5
"1988","01","29",0.1,4.3,-6.9,"4.6",0.545,"13.8","8.6",2.3,-2.1
"1988","01","30",0.3,-0.7,-8.7,"2",0.503,"11.34","7.4",4,-5
"1988","01","31",0,-0.1,-7.6,"2.1",0.558,"13.28","8.7",0,-4
"1988","02","01",0.1,3.4,-5.1,"3.8",0.705,"10.13","6.2",6,-1.3
"1988","02","02",0,1.6,-10.5,"6.6",0.403,"15.14","8.9",0.3,-6.8
"1988","02","03",0,-3.9,-12.9,"3.5",0.44,"15.62","8.9",0,-8.6
"1988","02","04",4.3,1.3,-6.8,"2.3",0.848,"2.34","0",10,-3.9
"1988","02","05",0,6.2,-2.6,"3.4",0.81,"8.36","3.5",6.5,2.6
"1988","02","06",0,-2.6,-9.7,"6",0.5,"12.02","7.6",0.5,-6.8
"1988","02","07",0,-4.1,-11.3,"3.9",0.435,"14.46","9",0,-8.4
"1988","02","08",0,-0.9,-10.8,"3",0.5,"14.23","9",0.3,-6.3
"1988","02","09",0,-0.3,-8.6,"3.1",0.5,"13.49","9",0.8,-5.3
"1988","02","10",0,-1.3,-9.8,"2",0.503,"13.31","9",0,-5.9
"1988","02","11",0,0.5,-7.7,"1.7",0.498,"6.36","1.6",5.5,-3.7
"1988","02","12",0.1,2.2,-5,"1",0.705,"6.21","0",9,-1.5
"1988","02","13",0,5.3,-3.1,"2.6",0.603,"14.71","8.8",5.3,0.7
"1988","02","14",0,2.9,-5.4,"3.8",0.54,"13.69","9",3.5,-1.1
"1988","02","15",0,-1.5,-8.5,"4.2",0.47,"14.59","8.7",3,-5.4
"1988","02","16",0,-2.8,-10,"3.7",0.49,"15.74","9.3",2.8,-6.4
"1988","02","17",0,-1.2,-9.2,"3.1",0.503,"15.43","9",1.3,-5.5
"1988","02","18",0,-0.7,-8.8,"3.4",0.438,"17.99","9.5",0,-4.9
"1988","02","19",0,4.4,-7.1,"2.4",0.583,"12.7","7.2",5,-1.3
"1988","02","20",0,6.4,-1.2,"2.2",0.613,"12.93","7.3",4.3,1.4
"1988","02","21",0,8.6,-4.2,"1.5",0.518,"13.05","8.8",0,1.8
"1988","02","22",0,7.7,0,"2.4",0.6,"7.15","1.1",8.8,3.5
"1988","02","23",0,9.2,2.2,"2.3",0.585,"13.17","6.8",5.3,4.6
"1988","02","24",0,7.9,0.7,"1.8",0.68,"9.86","1",6,3.8
"1988","02","25",0,8.7,-0.3,"1.3",0.603,"12.75","4.6",5.5,4.5
"1988","02","26",0,10.8,2.6,"2.2",0.515,"13.3","4.3",7.3,6.8
"1988","02","27",0,12.2,3.2,"3.1",0.505,"15.7","7.1",7.8,6.5
"1988","02","28",0,7,-1.9,"2.8",0.363,"11.42","9.2",6,2.1
"1988","02","29",0,6.2,-0.9,"2.1",0.475,"7.06","1.5",8.8,1.9
"1988","03","01",0,7.1,-0.3,"2.8",0.6,"14.13","7.1",7.5,2.6
"1988","03","02",0,1.6,-6,"4.8",0.525,"16.14","6.7",2.8,-1
"1988","03","03",0,1.2,-6.6,"3.7",0.505,"16.83","9.6",0,-3
"1988","03","04",0,1.4,-6.3,"3",0.535,"11.94","5.6",3.3,-2.2
"1988","03","05",0,4,-3.4,"2.7",0.593,"15.92","8.6",3,0.1
"1988","03","06",1.2,2.5,-3.4,"4.9",0.505,"16.75","8.6",5.8,-0.1
"1988","03","07",0,0.1,-6.8,"4.5",0.528,"15.91","9.2",2.3,-3.4
"1988","03","08",1.3,1.6,-3.5,"4.1",0.6,"13.89","8.6",4.8,-1.1
"1988","03","09",0,7,-5,"3.2",0.625,"9.47","5.7",4.3,0.6
"1988","03","10",0,10.8,-2,"2.3",0.54,"20.13","10.3",0.8,4.2
"1988","03","11",27.9,5.1,1.3,"2.4",0.728,"2.83","0",8.3,3.8
"1988","03","12",0,9.4,2.1,"3.1",0.805,"18.05","8.9",5.3,4.7
"1988","03","13",0,14.6,1.5,"1.6",0.615,"15.84","9.2",5.3,7.6
"1988","03","14",0.2,11.9,5.3,"1.7",0.625,"5.1","0",9.8,8.6
"1988","03","15",0,8.5,0.4,"3.8",0.385,"17.6","10.4",3.8,4
"1988","03","16",0,7.7,-0.2,"1.7",0.348,"12.6","5.8",7.5,3.8
"1988","03","17",0,11.6,1.9,"1.9",0.398,"14.76","9.6",6.3,6.2
"1988","03","18",0,5.8,1.8,"3.7",0.763,"2.48","0",5,3.8
"1988","03","19",0,8.5,-0.2,"2.9",0.36,"17.65","9.7",4.8,3.7
"1988","03","20",0,11,-1,"1.7",0.44,"9.25","3.2",7.3,5.7
"1988","03","21",0.4,14.1,4.5,"2.5",0.523,"18.65","6.1",5.8,8.7
"1988","03","22",0.3,13.2,3.9,"3.4",0.628,"19.01","8.9",6.3,7.8
"1988","03","23",0,7.8,-0.1,"4",0.355,"20.29","10.2",1.5,3.7
"1988","03","24",0,10.5,-2.5,"1.4",0.313,"15.12","7.2",6.5,4.5
"1988","03","25",0,13.2,4.9,"2.9",0.435,"23.09","9.9",5.5,8.3
"1988","03","26",0,11.8,3.6,"2.2",0.508,"13.85","3.9",6.3,7.4
"1988","03","27",0,13.4,1.7,"2.5",0.498,"20.24","9.9",0,7.4
"1988","03","28",0,12.2,4,"1.1",0.458,"7.82","0.5",7,7.8
"1988","03","29",0,14.8,4.4,"2.4",0.418,"18.1","9.4",3.5,9.5
"1988","03","30",0,16.1,4.6,"2.9",0.413,"19.88","9.8",6,9.9
"1988","03","31",0,15.2,5,"2.3",0.465,"17.47","9.4",3.5,10.3
"1988","04","01",0,14.9,6.5,"2.3",0.498,"13.71","3.1",7,10.1
"1988","04","02",0,18.6,4.6,"2.2",0.495,"19.61","9.8",3,10.7
"1988","04","03",0,16.3,6.4,"2.4",0.38,"17.55","8.9",6,11.3
"1988","04","04",0,19.6,6.6,"2.9",0.358,"18.42","9.2",5.8,12.4
"1988","04","05",0,9.9,5.9,"3.4",0.583,"18.35","6.1",6.5,7.8
"1988","04","06",0,14.3,3.2,"2.6",0.518,"11.41","6.9",5.5,9
"1988","04","07",0,15.3,5.6,"2.9",0.465,"18.15","8",8,9.2
"1988","04","08",0,12.5,5.9,"2.3",0.615,"10.55","2.6",8.8,8.8
"1988","04","09",0,14,4.3,"2.9",0.64,"17.5","9",2.8,8.3
"1988","04","10",0,15.4,3.9,"2.5",0.503,"18.71","10.5",0,9.6
"1988","04","11",0.7,17.4,6.1,"2.8",0.45,"15.77","7.9",6,12.6
"1988","04","12",23.6,15.6,8.4,"3.9",0.713,"16.54","7.3",6.8,11.7
"1988","04","13",0,15.3,5.7,"4.4",0.62,"18.39","8.9",1.3,10.1
"1988","04","14",0,13.1,4.8,"4.1",0.498,"23.45","11.2",0,8.7
"1988","04","15",0,18.6,5.4,"2.7",0.54,"21.33","10.9",0,11.8
"1988","04","16",0,19.7,9.1,"1.8",0.438,"11.25","8.5",6.5,15
"1988","04","17",1.7,23.8,8.9,"2.8",0.473,"24.72","9.1",4.5,15.6
"1988","04","18",27,12.2,5.7,"5",0.625,"16.82","7.8",6,9
"1988","04","19",6.5,12.7,3.5,"2.7",0.57,"14.48","5.3",5,7.9
"1988","04","20",0,17.4,3.8,"2.1",0.525,"18.72","8.7",4.5,10.5
"1988","04","21",0,14.7,6.8,"4.1",0.488,"15.52","7.3",8,10.5
"1988","04","22",0,13.6,3.9,"3.5",0.443,"20.84","11.2",1.5,9
"1988","04","23",0,13.8,6,"3.9",0.598,"17.64","9.3",3.3,9.4
"1988","04","24",0,15,6,"4",0.653,"20.29","9.8",3,9.9
"1988","04","25",0,17,6.5,"4.7",0.62,"20.98","11",1.3,12.4
"1988","04","26",0,20.5,8.3,"3.3",0.588,"27.94","10.7",2.3,13.8
"1988","04","27",0,20.1,10,"3",0.603,"19.32","9.2",1.5,15.1
"1988","04","28",0,23,11.8,"2.2",0.693,"16.25","9",5.8,17.1
"1988","04","29",0,22.5,13.1,"3",0.745,"26.47","11.3",0.5,17.3
"1988","04","30",1,20.3,13.3,"2.3",0.79,"11.19","3.5",7,15.6
"1988","05","01",1.5,22.2,12.5,"4",0.595,"25.76","9",6.3,16
"1988","05","02",0,22.1,9.1,"2.3",0.395,"27.69","10.5",0.8,16.2
"1988","05","03",1,22.5,14.2,"2.4",0.663,"14.16","2.4",8.3,16.1
"1988","05","04",0,23.6,12.3,"3.6",0.558,"24.6","10.1",3.5,17.4
"1988","05","05",0,22.1,12.6,"3.4",0.408,"23.8","11.7",0.5,16.3
"1988","05","06",0,23.6,9.2,"2",0.4,"19.13","8.8",6.5,16.9
"1988","05","07",12.2,21.7,13,"2.3",0.695,"15.68","5.9",7,16.8
"1988","05","08",0,22.2,10,"2.1",0.433,"28.89","12",0,16.4
"1988","05","09",0,18,12.5,"1.8",0.398,"12.7","0",9.5,14.7
"1988","05","10",0,21.3,10.7,"2.8",0.513,"23.3","11.1",4.8,15.6
"1988","05","11",0,18.4,11.8,"2.2",0.668,"12.92","2.2",7.8,14.6
"1988","05","12",0,21.8,10.8,"4.8",0.47,"29.19","12.3",0,16.1
"1988","05","13",0,24.6,10.8,"2.9",0.413,"23.7","11.2",4.8,17.9
"1988","05","14",0.2,21.7,13,"1.8",0.463,"6.51","1.5",8.8,16.5
"1988","05","15",0,21.3,10,"2.4",0.545,"24.2","10.8",3,16.1
"1988","05","16",0,23,14.5,"2.3",0.503,"16.65","3.3",6.5,18.6
"1988","05","17",0,23.4,14.4,"2.6",0.528,"18.14","9.1",4.8,18.7
"1988","05","18",0,25.6,14.3,"2.3",0.478,"19.07","10.6",3.5,20.2
"1988","05","19",0,28.4,15.7,"1.7",0.363,"23.21","10.1",8.3,22.5
"1988","05","20",0,31.7,16.5,"1.9",0.408,"24.8","10.2",2.3,24.3
"1988","05","21",0.8,28.1,16.2,"2.3",0.443,"20.77","4.6",8.3,22.5
"1988","05","22",21.9,16.2,10.8,"2",0.91,"2.13","0",10,12
"1988","05","23",0,21.2,12,"1.7",0.61,"16.59","7.4",7,16.8
"1988","05","24",0,23.5,15.2,"2.3",0.475,"22.48","6.8",7,18.8
"1988","05","25",0,25.5,13.3,"2",0.565,"26.68","12.1",0,19.5
"1988","05","26",0,26.3,14.4,"2.4",0.558,"25.13","8.5",3.5,20.3
"1988","05","27",3.8,23.3,14.7,"2.5",0.753,"17.93","4.2",6,18.1
"1988","05","28",0,24,13.7,"2.9",0.698,"26.4","11.8",3.3,17.8
"1988","05","29",0,26.8,12.9,"2",0.675,"26.23","11.3",5,19.7
"1988","05","30",0,28.4,16,"2.4",0.618,"24.07","11.3",1.8,21.4
"1988","05","31",1.4,23.1,16.3,"1.2",0.618,"10.24","0",8.5,19.6
"1988","06","01",54.2,16.9,15,"2.5",0.938,"5.31","0",10,16
"1988","06","02",1.1,23.4,16.2,"2",0.89,"12.96","4.3",8.3,19.1
"1988","06","03",0,22.4,14.4,"2.9",0.85,"13.08","2",9,18.3
"1988","06","04",1.1,20,13.9,"3.4",0.9,"6.75","1.2",8.8,15.9
"1988","06","05",0,26.2,15,"1.9",0.708,"28.04","10.3",3,20.3
"1988","06","06",0,24.9,16.4,"1.8",0.643,"11.58","2.8",6,19.8
"1988","06","07",0,28.6,15.5,"1.5",0.543,"25.06","10.4",5.8,22.5
"1988","06","08",3.7,23.5,19.1,"2.8",0.903,"1.85","0",10,20.3
"1988","06","09",0,26.5,18.6,"1.9",0.868,"16.08","4.2",9,21.1
"1988","06","10",0,26.7,18.5,"2.5",0.8,"17.26","6.4",7,21.6
"1988","06","11",0,28,17.2,"2.3",0.773,"19.96","6.2",4.5,21.6
"1988","06","12",0,31.1,18.7,"2.6",0.64,"27.63","12.3",2.3,24.1
"1988","06","13",0,28.8,17.5,"2.8",0.683,"26.43","13.2",0.3,22.9
